city,state_name,county_name,population,zip_counts,trx_counts,presc_counts
INCLINE VILLAGE,NV,WASHOE,8669,4,218,8
ASH FLAT,AR,SHARP,1098,1,761,6
NEWKIRK,OK,KAY,2170,1,986,7
BEAVERTON,MI,GLADWIN,1179,1,440,3
INDEPENDENCE,VA,GRAYSON,892,1,1779,4
DEKALB,IL,DEKALB,66959,1,1317,15
SHILOH,IL,ST. CLAIR,13586,2,1694,8
ALEXANDRIA,AL,CALHOUN,4068,2,254,1
PILOT POINT,TX,DENTON,4525,1,385,7
BARNEGAT LIGHT,NJ,OCEAN,587,2,35,1
HEBBRONVILLE,TX,JIM HOGG,4626,1,68,1
WESTON,MO,PLATTE,1815,1,225,1
MAYER,AZ,YAVAPAI,1930,1,515,2
ROCKVILLE,MD,MONTGOMERY,68079,7,34621,304
GREENVILLE,NC,PITT,130118,5,60973,467
NORTH MIAMI,FL,MIAMI-DADE,62822,6,9886,53
WESTMORELAND,TN,SUMNER,2413,1,2681,12
BLAINE,MN,ANOKA,65607,3,2799,35
PARLIER,CA,FRESNO,15618,1,1328,8
LAKE OSWEGO,OR,CLACKAMAS,39822,3,7578,57
WARREN,MI,MACOMB,133943,6,32953,245
GENEVA,NY,ONTARIO,28563,1,8710,53
PALM DESERT,CA,RIVERSIDE,53275,3,8844,60
ABSAROKEE,MT,STILLWATER,1061,1,25,1
ROXBORO,NC,PERSON,9599,2,10150,39
MARTIN,TN,WEAKLEY,10484,2,7726,24
NESCONSET,NY,SUFFOLK,13293,2,3632,22
TYRONE,PA,BLAIR,7151,1,4458,13
INDEPENDENCE,KY,KENTON,28521,1,2288,8
CALEDONIA,MI,KENT,1636,1,1874,12
GASTON,NC,NORTHAMPTON,1020,1,66,1
MOUNT POCONO,PA,MONROE,23820,1,1430,7
METROPOLIS,IL,MASSAC,6008,1,3696,7
CENTRALIA,IL,MARION,16204,1,10362,25
AUGUSTA,KY,BRACKEN,1148,1,1228,4
SALINE,MI,WASHTENAW,9343,1,3652,24
FORTUNA,CA,HUMBOLDT,13449,1,4705,16
NORWALK,CA,LOS ANGELES,103949,3,9507,43
JAMUL,CA,SAN DIEGO,5445,3,13,1
WESTERN SPRINGS,IL,COOK,13359,1,3421,14
MOUNT PROSPECT,IL,COOK,53719,1,2197,25
MOUNTAIN HOME,ID,ELMORE,16945,1,900,10
SANDSTONE,MN,PINE,2639,1,1025,7
WINTHROP,MA,SUFFOLK,18544,2,463,6
DONIPHAN,MO,RIPLEY,1916,1,2974,8
MIDDLEBROOK,VA,AUGUSTA,115,2,578,2
NELIGH,NE,ANTELOPE,1501,1,2108,6
EMINENCE,MO,SHANNON,578,1,315,3
WALKER,MI,KENT,24869,2,2488,13
MOUNT GRETNA,PA,LEBANON,209,1,1200,5
WOMELSDORF,PA,BERKS,2907,1,868,4
MARENGO,IN,CRAWFORD,807,1,921,3
MARICOPA,AZ,PINAL,52127,2,1841,13
APOLLO,PA,ARMSTRONG,1523,1,1274,3
SARANAC,MI,IONIA,1328,1,544,5
SEA GIRT,NJ,MONMOUTH,1765,1,3591,21
CAMBRIDGE,NE,FURNAS,1002,1,1432,6
KIEL,WI,MANITOWOC,7018,1,960,5
SHELBY,OH,RICHLAND,9031,1,3715,10
MAQUOKETA,IA,JACKSON,6007,1,3519,13
NORTH LAUDERDALE,FL,BROWARD,44262,1,213,3
BLAND,VA,BLAND,360,1,215,1
NEWCASTLE,WA,KING,12292,2,836,6
RENSSELAER,IN,JASPER,6029,1,4056,9
DECATUR,MI,VAN BUREN,1732,1,358,2
DALLAS CENTER,IA,DALLAS,1776,1,1073,2
CLINTON,WI,ROCK,2140,1,187,2
MORGAN,UT,MORGAN,4273,1,1756,6
SUISUN CITY,CA,SOLANO,29663,1,46,1
FORT GIBSON,OK,MUSKOGEE,3958,1,17,1
WESTVILLE,IN,LAPORTE,5943,1,38,2
PARDEEVILLE,WI,COLUMBIA,2063,1,43,1
ERATH,LA,VERMILION,2039,1,396,2
CORAL GABLES,FL,MIAMI-DADE,49700,8,61458,213
MURFREESBORO,TN,RUTHERFORD,179951,7,36529,252
AMES,IA,STORY,67910,5,14864,88
NORFOLK,NE,MADISON,27032,2,14049,84
BROWNS MILLS,NJ,BURLINGTON,10998,1,2414,29
PORT TOWNSEND,WA,JEFFERSON,9831,1,3718,30
SIOUX FALLS,SD,MINNEHAHA,187239,13,50549,424
WILLIAMSBURG,VA,WILLIAMSBURG,80441,2,18738,143
STEELE,MO,PEMISCOT,1889,1,3823,6
HAMPSTEAD,MD,CARROLL,6401,1,1009,10
PETOSKEY,MI,EMMET,8334,1,12329,83
LEHIGH ACRES,FL,LEE,123378,7,12224,39
FAIRFIELD,OH,BUTLER,42558,1,18613,87
CRIVITZ,WI,MARINETTE,943,1,1426,4
CARROLLTON,TX,DALLAS,139248,4,13526,84
MORGANTOWN,KY,BUTLER,2431,1,3998,9
CHARLOTTE COURT HOUSE,VA,CHARLOTTE,512,1,1145,4
ARROYO,PR,ARROYO,6076,1,5896,13
WHARTON,TX,WHARTON,8765,1,3460,17
HERNDON,VA,FAIRFAX,24601,3,1610,21
MINDEN,NV,DOUGLAS,3151,1,1682,19
KEY LARGO,FL,MONROE,9952,1,336,8
WARSAW,IN,KOSCIUSKO,33708,3,11479,50
PENDLETON,IN,MADISON,4371,1,2070,10
STUTTGART,AR,ARKANSAS,8490,1,7280,14
WEED,CA,SISKIYOU,2725,1,676,5
PEEBLES,OH,ADAMS,1717,1,2628,2
DE SOTO,MO,JEFFERSON,7141,1,2582,7
HONEA PATH,SC,ANDERSON,3826,1,3542,4
QUEENSTOWN,MD,QUEEN ANNE'S,695,1,1142,10
CHAGRIN FALLS,OH,CUYAHOGA,3941,1,1595,11
GREEN COVE SPRINGS,FL,CLAY,8577,1,1184,9
CENTER MORICHES,NY,SUFFOLK,8147,2,1471,11
BISHOP,CA,INYO,9597,2,3216,21
OOLOGAH,OK,ROGERS,1175,1,1071,3
ARCHIE,MO,CASS,1202,1,91,2
CAMPTON,KY,WOLFE,422,1,3165,9
WHEATLEY HEIGHTS,NY,SUFFOLK,4942,1,126,2
CENTER,CO,SAGUACHE,2264,1,85,1
LINDEN,AL,MARENGO,1880,1,695,3
CHARLESTON,TN,BRADLEY,697,1,442,3
SALIDA,CA,STANISLAUS,14229,3,17,1
FORT LEE,VA,PRINCE GEORGE,5763,1,129,3
FORRESTON,IL,OGLE,1341,1,379,1
HAYS,NC,WILKES,1277,2,707,4
BECKLEY,WV,RALEIGH,57942,1,34534,132
GLENDALE,CA,LOS ANGELES,199303,17,128950,375
FONTANA,CA,SAN BERNARDINO,214547,6,47001,341
LADERA RANCH,CA,ORANGE,27277,1,90,6
GOLDEN,CO,JEFFERSON,20767,4,20771,128
LAUREL,MD,PRINCE GEORGE'S,25631,3,6031,90
EAST PROVIDENCE,RI,PROVIDENCE,47618,3,15027,86
MORROW,GA,CLAYTON,7192,1,2630,30
TEXAS CITY,TX,GALVESTON,118169,4,10690,53
WEST HAVEN,CT,NEW HAVEN,54620,2,9058,55
PARSONS,KS,LABETTE,9477,2,7045,22
CHIPLEY,FL,WASHINGTON,3849,1,4586,17
TALIHINA,OK,LE FLORE,1084,1,3036,15
NEW WILMINGTON,PA,LAWRENCE,2349,2,2597,12
LEWISTON,ID,NEZ PERCE,53384,1,10326,72
MILPITAS,CA,SANTA CLARA,84196,1,7975,50
FALLS CITY,NE,RICHARDSON,4117,1,2225,7
CHEHALIS,WA,LEWIS,7654,1,8043,53
KINGSTON,TN,ROANE,5994,1,3972,8
COLD SPRING,MN,STEARNS,4601,1,438,6
EAST BERNARD,TX,WHARTON,2342,1,393,2
RONCEVERTE,WV,GREENBRIER,1670,2,10994,28
SHENANDOAH,TX,MONTGOMERY,2987,3,10442,74
GLEN ALPINE,NC,BURKE,1483,2,1974,6
MULESHOE,TX,BAILEY,5019,1,3232,9
GRAND COULEE,WA,GRANT,1048,1,986,6
RICHLAND HILLS,TX,TARRANT,7953,2,1028,6
MARY ESTHER,FL,OKALOOSA,4434,1,90,2
CLIFTON SPRINGS,NY,ONTARIO,6072,1,5113,28
RICHLANDS,NC,ONSLOW,1703,1,864,3
FLORENCE,WI,FLORENCE,457,1,533,2
SCOTTVILLE,MI,MASON,1211,1,448,2
EAST ELLIJAY,GA,GILMER,569,3,1252,9
LIVINGSTON MANOR,NY,SULLIVAN,1091,1,152,1
ALTON,MO,OREGON,834,1,223,2
PLAIN DEALING,LA,BOSSIER,944,1,351,2
PRESCOTT,AR,NEVADA,2989,1,3695,6
MARIETTA,OK,LOVE,2768,1,820,6
CHERRY VALLEY,IL,WINNEBAGO,2877,3,1346,3
MERKEL,TX,TAYLOR,2617,1,365,3
BANGOR,ME,PENOBSCOT,59772,2,24773,233
BETTENDORF,IA,SCOTT,36543,2,11397,71
MISSION VIEJO,CA,ORANGE,590249,3,22426,183
WAUSEON,OH,FULTON,7410,1,3653,21
STIGLER,OK,HASKELL,2835,1,4250,20
DAVENPORT,IA,SCOTT,285362,9,27081,167
OXFORD,NC,GRANVILLE,9634,1,7543,32
KENSETT,AR,WHITE,1617,1,791,4
SIMI VALLEY,CA,VENTURA,126589,5,17338,92
MONTICELLO,NY,SULLIVAN,7468,1,2735,23
CHALLIS,ID,CUSTER,1091,1,95,4
REDSTONE ARSENAL,AL,MADISON,1329,1,232,1
MOAB,UT,GRAND,7278,1,1581,9
KOSCIUSKO,MS,ATTALA,6720,1,6850,21
MCLEAN,VA,FAIRFAX,47682,10,1841,23
RAVENSWOOD,WV,JACKSON,3900,1,3769,10
BELLAIRE,OH,BELMONT,4013,1,2255,6
KENSINGTON,CT,HARTFORD,7971,1,2501,11
KANE,PA,MCKEAN,3483,1,3837,9
HAYTI,SD,HAMLIN,383,1,157,1
AURORA,IN,DEARBORN,3676,2,1749,6
DEWITT,AR,ARKANSAS,3005,1,662,1
BRODHEAD,WI,GREEN,3457,1,734,4
FULTON,MD,HOWARD,4326,2,393,6
PURVIS,MS,LAMAR,2392,1,4593,7
DEER PARK,NY,SUFFOLK,27479,1,6055,26
CLYDE,OH,SANDUSKY,6166,1,4209,12
SANTA TERESA,NM,DOÑA ANA,5515,1,820,10
REEDLEY,CA,FRESNO,49042,1,5212,22
MANSFIELD,LA,DE SOTO,5604,1,3631,8
ELLOREE,SC,ORANGEBURG,641,1,777,1
CRESCENT,OK,LOGAN,1561,1,2543,4
BUTLER,MO,BATES,3999,1,4312,8
WARE SHOALS,SC,GREENWOOD,2154,1,298,4
COCHRAN,GA,BLECKLEY,6131,1,2045,5
ALBANY,LA,LIVINGSTON,1159,1,28,1
REPUBLIC,MO,GREENE,16938,3,2437,5
GARDINER,ME,KENNEBEC,5653,2,392,4
GLASGOW,MT,VALLEY,3374,1,2487,11
HYDRO,OK,BLAINE,937,1,1132,1
NAUGATUCK,CT,NEW HAVEN,31108,1,2471,13
TREMONTON,UT,BOX ELDER,11905,1,329,4
ABIQUIU,NM,RIO ARRIBA,151,1,79,1
KUNA,ID,ADA,22292,2,897,8
ARCADIA,LA,BIENVILLE,2700,1,65,1
GEARHART,OR,CLATSOP,1634,1,866,1
WILLIAMS,CA,COLUSA,5469,1,80,1
FORSYTH,MT,ROSEBUD,1770,1,973,3
STRAWBERRY POINT,IA,CLAYTON,1218,1,53,1
MCDONOUGH,GA,HENRY,26768,2,8169,57
SAN MARCOS,TX,HAYS,76218,2,8207,56
GREENVILLE,TX,HUNT,28827,2,13899,77
BRECKSVILLE,OH,CUYAHOGA,13604,1,443,10
HASKELL,TX,HASKELL,3153,1,735,5
NEWTON,GA,BAKER,575,1,2344,2
GEORGETOWN,SC,GEORGETOWN,11754,2,7301,36
NEVADA,MO,VERNON,8699,1,6692,20
MORA,MN,KANABEC,3653,1,3706,23
WRAY,CO,YUMA,2349,1,2117,8
SOUTH LAKE TAHOE,CA,EL DORADO,30188,7,2609,21
BROOKLAND,AR,CRAIGHEAD,3674,1,607,3
LAPEL,IN,MADISON,2398,2,712,3
TENINO,WA,THURSTON,1865,1,471,2
OGALLALA,NE,KEITH,4497,1,1287,9
OSCEOLA,WI,POLK,3576,1,1467,13
SUMMERFIELD,NC,GUILFORD,11376,1,1289,6
HOLLANDALE,MS,WASHINGTON,2304,1,1585,5
MONROE,WA,SNOHOMISH,19776,1,3097,24
MOUNT WOLF,PA,YORK,1385,1,30,1
FARMER CITY,IL,DE WITT,1936,1,412,3
MAYNARDVILLE,TN,UNION,2428,1,2909,15
ARCHER,FL,ALACHUA,1198,1,124,3
GLENVILLE,WV,GILMER,3186,1,910,4
NEWLAND,NC,AVERY,686,1,312,5
MANSON,IA,CALHOUN,1566,1,972,2
LIBERTY LAKE,WA,SPOKANE,10956,2,1186,8
FREMONT,IN,STEUBEN,2190,1,777,3
ROLAND,OK,SEQUOYAH,3911,1,1716,3
HARPER WOODS,MI,WAYNE,13746,2,1011,6
LYONS,IL,COOK,10372,2,86,3
DANIA BEACH,FL,BROWARD,32271,2,639,3
SMITHVILLE,MS,MONROE,737,1,516,4
BAKER,LA,EAST BATON ROUGE,13194,2,4555,13
EAST DUNDEE,IL,KANE,3216,1,5069,11
NINILCHIK,AK,KENAI PENINSULA,836,1,17,1
BALDWIN HARBOR,NY,NASSAU,7623,1,33,2
VALLEY CITY,OH,MEDINA,520,1,922,2
HOLLY HILL,SC,ORANGEBURG,1178,1,995,3
TEMPLE,PA,BERKS,1689,1,1211,4
SHINNSTON,WV,HARRISON,2104,1,2471,7
LOON LAKE,WA,STEVENS,780,1,205,1
COAL CITY,IL,GRUNDY,5409,2,782,5
FENNIMORE,WI,GRANT,2456,1,59,3
FILLMORE,UT,MILLARD,2650,1,240,2
TRIADELPHIA,WV,OHIO,762,1,182,2
SANTA BARBARA,CA,SANTA BARBARA,202401,11,40249,307
NEWBURGH,IN,WARRICK,3252,1,15519,87
GOTHENBURG,NE,DAWSON,3448,1,2476,5
FORSYTH,IL,MACON,3479,2,1769,12
MOUNTAIN VIEW,CA,SANTA CLARA,82739,5,18151,190
FAIRMONT,MN,MARTIN,10030,1,5727,30
VIBORG,SD,TURNER,767,1,3863,3
CUMBERLAND,MD,ALLEGANY,47980,5,24502,118
LOUISBURG,NC,FRANKLIN,3980,1,4600,24
MIDLOTHIAN,TX,ELLIS,33532,1,3478,16
BETHPAGE,NY,NASSAU,17627,1,8009,62
SUFFOLK,VA,SUFFOLK,92108,8,19425,117
FRIENDSWOOD,TX,GALVESTON,40290,2,2458,24
ROCKVILLE CENTRE,NY,NASSAU,24550,2,11935,141
MOUNTAIN HOME,AR,BAXTER,14317,2,22938,79
BURBANK,CA,LOS ANGELES,102511,13,39306,173
RED LODGE,MT,CARBON,2303,1,1144,9
WEST NYACK,NY,ROCKLAND,3942,1,8743,66
BANGOR,MI,VAN BUREN,1833,1,1232,9
EDMORE,MI,MONTCALM,1192,1,4833,6
ELKIN,NC,SURRY,6536,1,12050,45
SABINA,OH,CLINTON,2579,1,383,2
KAHULUI,HI,MAUI,31336,2,1445,19
HOLTVILLE,CA,IMPERIAL,7664,1,514,3
MABLETON,GA,COBB,41487,3,1781,6
SANDY,OR,CLACKAMAS,11843,1,4245,10
WORTHINGTON,MN,NOBLES,13099,1,3759,21
TILLAMOOK,OR,TILLAMOOK,8328,1,4062,21
FOWLER,CA,FRESNO,6790,1,523,4
CENTREVILLE,MS,WILKINSON,1424,1,833,2
HOISINGTON,KS,BARTON,2472,1,2788,7
WHITE RIVER JUNCTION,VT,WINDSOR,2209,2,639,10
GLOUCESTER CITY,NJ,CAMDEN,11219,1,717,4
BURLEY,ID,CASSIA,16342,1,3956,23
ALTOONA,IA,POLK,19221,1,3960,9
ERIE,KS,NEOSHO,1087,1,938,2
MATHER,CA,SACRAMENTO,4272,2,1527,7
CHURUBUSCO,IN,WHITLEY,1979,1,777,3
BYESVILLE,OH,GUERNSEY,2352,1,108,1
LINWOOD,PA,DELAWARE,3225,1,1163,3
STURGEON,MO,BOONE,947,1,352,1
BRISTOL,FL,LIBERTY,980,1,159,3
CLOUDCROFT,NM,OTERO,701,1,81,1
ROYSTON,GA,HART,2988,1,8683,10
SOUTH SAN GABRIEL,CA,LOS ANGELES,8138,1,38,1
OSAWATOMIE,KS,MIAMI,4284,1,1027,5
MANHATTAN,IL,WILL,8240,1,547,2
FANCY GAP,VA,CARROLL,54,1,308,2
MERCEDES,TX,HIDALGO,16604,1,220,4
TAR HEEL,NC,BLADEN,115,1,175,2
SUBLIMITY,OR,MARION,2772,1,30,1
WARM SPRINGS,GA,MERIWETHER,405,1,219,3
MURRAY,KY,CALLOWAY,20776,1,16203,60
CENTRALIA,WA,LEWIS,42922,1,6055,41
LUBBOCK,TX,LUBBOCK,267648,26,84538,444
WAUWATOSA,WI,MILWAUKEE,48118,4,25013,138
UTICA,NY,ONEIDA,112650,6,20941,150
MOORHEAD,MN,CLAY,43652,3,2866,23
MALDEN,MA,MIDDLESEX,60470,1,4658,51
ELIZABETHTOWN,KY,HARDIN,78002,2,17351,123
OLANTA,SC,FLORENCE,557,1,752,4
GREENVILLE,IL,BOND,6417,1,3748,17
MONROE,WI,GREEN,10619,1,7075,40
COOKEVILLE,TN,PUTNAM,50408,5,32435,176
RINCON,GA,EFFINGHAM,14201,1,2403,15
OMAK,WA,OKANOGAN,8114,1,3331,22
MYTON,UT,DUCHESNE,606,1,52,1
CARTHAGE,NC,MOORE,2553,1,954,2
GALVA,IL,HENRY,2478,1,1673,4
OAK GROVE,KY,CHRISTIAN,7320,1,24,2
BOONVILLE,MO,COOPER,9362,1,1799,8
KENNETT,MO,DUNKLIN,10379,1,6735,24
PHILIPPI,WV,BARBOUR,3257,1,4200,13
PORT NECHES,TX,JEFFERSON,12655,1,2268,11
MARTINSVILLE,IN,MORGAN,13097,1,3589,21
HOLDEN,MO,JOHNSON,2236,1,504,3
MARKESAN,WI,GREEN LAKE,1401,1,699,2
EDGEFIELD,SC,EDGEFIELD,4810,1,3412,6
MYERSTOWN,PA,LEBANON,3251,1,1084,7
CONSHOHOCKEN,PA,MONTGOMERY,8047,2,3377,23
POTOSI,MO,WASHINGTON,4765,2,5286,22
SAN AUGUSTINE,TX,SAN AUGUSTINE,1888,1,3678,6
CASTLE PINES,CO,DOUGLAS,10763,1,567,5
MONDOVI,WI,BUFFALO,2564,1,530,2
GREENSBORO,AL,HALE,2268,1,884,5
LIBERTY,KY,CASEY,2130,1,5381,12
COPPERAS COVE,TX,CORYELL,33235,1,1832,12
CROSSETT,AR,ASHLEY,6820,1,2943,12
LUCASVILLE,OH,SCIOTO,1503,2,255,2
BELLA VISTA,AR,BENTON,28872,2,2914,14
DIVIDE,CO,TELLER,67,1,147,1
GRAY,TN,WASHINGTON,1016,1,3166,8
HOLLY RIDGE,NC,ONSLOW,2827,1,352,3
TUTTLE,OK,GRADY,7593,1,241,2
GLASGOW,MO,HOWARD,1084,1,70,1
BRITTON,SD,MARSHALL,1273,1,1310,3
MARSHALL,AR,SEARCY,1336,1,1892,6
PENITAS,TX,HIDALGO,4716,2,204,2
CLARKSVILLE,VA,MECKLENBURG,1166,1,1028,5
MINEVILLE,NY,ESSEX,1456,2,94,1
THIRD LAKE,IL,LAKE,1146,2,74,1
PERRY,MI,SHIAWASSEE,4102,1,1056,5
DES MOINES,IA,POLK,473957,44,65294,444
BELLINGHAM,WA,WHATCOM,130641,4,30328,250
KENNEWICK,WA,BENTON,240735,3,13886,111
CAMARILLO,CA,VENTURA,76931,3,12327,76
WINCHESTER,OH,ADAMS,1006,1,436,3
NEW BERLIN,WI,WAUKESHA,39691,2,9687,43
HAMILTON,OH,BUTLER,62082,3,23601,99
YULEE,FL,NASSAU,12754,2,2115,14
PRINCESS ANNE,MD,SOMERSET,11101,1,1626,7
ALLENDALE,MI,OTTAWA,21672,2,698,8
HOMEWOOD,IL,COOK,18703,1,3856,27
BEATRICE,NE,GAGE,12279,1,5412,24
WAUCHULA,FL,HARDEE,13992,1,2075,15
CLOVERPORT,KY,BRECKINRIDGE,1152,1,131,1
ORANGE,TX,ORANGE,18118,3,8520,30
CORNELL,WI,CHIPPEWA,1407,1,218,1
ADEL,IA,DALLAS,5455,1,580,5
LAPWAI,ID,NEZ PERCE,1137,1,83,2
WATERLOO,WI,JEFFERSON,3333,1,124,2
SCOTT,LA,LAFAYETTE,8675,3,441,3
VIENNA,WV,WOOD,10124,1,10924,39
LYNWOOD,IL,COOK,9194,1,1499,1
TROUTMAN,NC,IREDELL,2769,1,1097,5
WAITE PARK,MN,STEARNS,7768,4,768,5
GOODRICH,MI,GENESEE,5935,1,1084,3
WOODLYNNE,NJ,CAMDEN,2915,1,69,1
CHOTEAU,MT,TETON,1710,1,313,2
LAMAR,SC,DARLINGTON,935,1,759,2
ROANOKE,IL,WOODFORD,1990,1,92,2
TAYLORSVILLE,KY,SPENCER,1308,1,1648,8
SUTTONS BAY,MI,LEELANAU,619,1,759,7
PLEASANT GROVE,AL,JEFFERSON,9604,1,27,2
SPEARVILLE,KS,FORD,784,1,50,1
CANAAN,CT,LITCHFIELD,1050,1,1451,2
RENO,NV,WASHOE,445020,18,64508,547
CASSELBERRY,FL,SEMINOLE,28757,2,9683,26
DAYTON,OH,MONTGOMERY,718353,21,92591,603
DUBLIN,GA,LAURENS,20583,2,21931,80
ROCKFORD,IA,FLOYD,822,1,1082,4
INDIANA,PA,INDIANA,27142,2,12211,51
PAWLEYS ISLAND,SC,GEORGETOWN,108,1,6519,39
MADISON HEIGHTS,MI,OAKLAND,29886,1,7422,56
FREELAND,MI,SAGINAW,6898,1,1188,9
FRANKLIN,MA,NORFOLK,34087,1,4010,25
CLOVIS,CA,FRESNO,114584,5,12661,88
BELLAIRE,TX,HARRIS,18971,2,8043,87
HENRYETTA,OK,OKMULGEE,6162,1,2486,10
NEW ULM,MN,BROWN,13212,1,5196,34
ALBANY,CA,ALAMEDA,19696,1,2269,22
BURR RIDGE,IL,DUPAGE,10758,1,15853,114
HIGH SPRINGS,FL,ALACHUA,6178,2,768,4
EUREKA,CA,HUMBOLDT,44236,5,11754,75
MEDFORD,MA,MIDDLESEX,57341,3,12576,68
MARCO ISLAND,FL,COLLIER,17947,3,2065,12
ST. PETERSBURG,FL,PINELLAS,265351,22,3348,35
WAUKON,IA,ALLAMAKEE,3625,1,1402,8
HARTFORD,KY,OHIO,2726,2,1961,12
ELK RIVER,MN,SHERBURNE,25213,1,2701,21
EMMAUS,PA,LEHIGH,11467,3,3337,19
PONTOTOC,MS,PONTOTOC,6169,1,4488,15
HOLDENVILLE,OK,HUGHES,5501,1,1143,6
PLAINWELL,MI,ALLEGAN,3777,1,1274,8
PERRY HALL,MD,BALTIMORE,28266,3,1247,3
LEAGUE CITY,TX,GALVESTON,107536,7,4243,35
BRIGANTINE,NJ,ATLANTIC,8650,1,1175,8
FRANKLIN,LA,ST. MARY,12803,1,2873,16
ALMA,NE,HARLAN,1141,1,1536,5
ANGOLA,NY,ERIE,2101,1,113,2
ALTURAS,CA,MODOC,2638,1,332,6
AUBURN,NE,NEMAHA,3337,1,1716,5
HAMILTON,MO,CALDWELL,1684,1,2385,4
BUTLER,KY,PENDLETON,583,1,2188,6
RED BOILING SPRINGS,TN,MACON,1132,1,347,1
NOBLE,OK,CLEVELAND,7053,1,227,3
SPECULATOR,NY,HAMILTON,299,2,43,2
SHINGLE SPRINGS,CA,EL DORADO,3846,1,108,2
WINFIELD,WV,PUTNAM,2352,1,337,2
FARMINGTON,IL,FULTON,2223,1,877,4
BROWN CITY,MI,SANILAC,1250,1,445,5
WORTH,IL,COOK,10466,1,567,7
DIXON,MO,PULASKI,1450,1,227,2
COOK,MN,ST. LOUIS,562,1,620,4
OAKWOOD,OH,PAULDING,587,1,286,2
OAKWOOD,OH,CUYAHOGA,3624,1,286,2
OAKWOOD,OH,MONTGOMERY,8936,2,286,2
RIDGEWAY,SC,FAIRFIELD,291,1,353,2
MCLEANSVILLE,NC,GUILFORD,1044,1,89,1
FERGUSON,MO,ST. LOUIS,20525,2,394,2
DANVILLE,IL,VERMILION,47059,2,13091,71
HIGHLAND PARK,IL,LAKE,29515,2,6526,62
GOLDEN VALLEY,MN,HENNEPIN,21886,4,5138,44
MIDLAND,NC,CABARRUS,3805,1,728,4
NEW FREEDOM,PA,YORK,14882,1,2255,10
LAKE MARY,FL,SEMINOLE,17479,2,15331,108
MADISON,VA,MADISON,241,1,1902,10
PICKERINGTON,OH,FAIRFIELD,22158,1,2704,29
GOSHEN,IN,ELKHART,34217,3,9460,71
DADEVILLE,AL,TALLAPOOSA,3053,1,3191,9
DYER,IN,LAKE,15976,1,6781,48
CORYDON,IA,WAYNE,1600,1,1636,9
MARSHALL,VA,FAUQUIER,2063,3,839,5
MORTON GROVE,IL,COOK,22796,1,3337,42
BARBERTON,OH,SUMMIT,25953,1,8437,55
GONZALES,TX,GONZALES,7533,1,2656,13
WINNSBORO,TX,WOOD,3299,1,3740,16
CLINTON,SC,LAURENS,11031,1,4467,19
PALATINE,IL,COOK,67482,4,1564,20
HAZEL PARK,MI,OAKLAND,16347,1,4300,10
AMORY,MS,MONROE,6794,2,6902,28
LEESBURG,GA,LEE,3829,1,2121,11
LA CROSSE,KS,RUSH,1232,1,279,3
PEMBROKE,NC,ROBESON,7381,1,3558,15
CHIEFLAND,FL,LEVY,2186,2,1587,10
SNOWFLAKE,AZ,NAVAJO,6733,1,2455,11
SUMMIT,NJ,UNION,21897,2,7615,84
LYNDEN,WA,WHATCOM,18512,1,2327,9
LAS PIEDRAS,PR,LAS PIEDRAS,6835,1,12121,28
SILVER CREEK,NY,CHAUTAUQUA,3514,1,2891,6
BATH,PA,NORTHAMPTON,2668,1,967,7
BLAIRSVILLE,PA,INDIANA,6654,1,6996,13
NORTH VERNON,IN,JENNINGS,11310,1,4594,19
LAVACA,AR,SEBASTIAN,2427,1,630,2
MASON,WV,MASON,936,1,3059,3
LAKE BLUFF,IL,LAKE,5562,1,1124,6
MALIBU,CA,LOS ANGELES,11820,1,1219,10
MONTPELIER,OH,WILLIAMS,3924,1,3636,8
BRUNSWICK,OH,MEDINA,34880,1,4559,22
KALKASKA,MI,KALKASKA,2766,1,4175,10
ELEELE,HI,KAUAI,3145,1,1742,4
GIRARD,KS,CRAWFORD,2671,1,2459,6
ORR,MN,ST. LOUIS,334,1,199,3
LAKE PROVIDENCE,LA,EAST CARROLL,4361,2,2726,7
OAKRIDGE,OR,LANE,3379,1,340,2
HAYMARKET,VA,PRINCE WILLIAM,1676,3,529,3
CONNEAUT,OH,ASHTABULA,13767,1,3735,12
BELLE,MO,MARIES,1479,1,1391,2
ATLANTA,GA,FULTON,5449398,55,186436,1640
STATEN ISLAND,NY,RICHMOND,476143,12,95000,571
OLD FORGE,PA,LACKAWANNA,7894,1,2977,9
MESA,AZ,MARICOPA,518012,19,79573,547
KINGS MOUNTAIN,NC,CLEVELAND,10982,1,8658,20
SALEM,OR,MARION,266804,10,56517,347
WHEELING,WV,OHIO,75392,1,31540,167
AIKEN,SC,AIKEN,30869,3,24375,101
MERIDIAN,MS,LAUDERDALE,36686,6,39523,174
PLATTE,SD,CHARLES MIX,1258,1,1003,7
FORSYTH,MO,TANEY,7761,1,4532,9
TIPTON,CA,TULARE,3238,1,143,2
GEORGETOWN,IN,FLOYD,3371,1,187,5
WILLISTON PARK,NY,NASSAU,7253,1,971,12
CORYDON,IN,HARRISON,5645,1,8594,23
MILAN,TN,GIBSON,7612,1,3931,14
PARAGOULD,AR,GREENE,28986,2,14121,42
LOWER BURRELL,PA,WESTMORELAND,11078,1,1310,13
PURCELL,OK,MCCLAIN,7502,2,3960,16
VAN BUREN,AR,CRAWFORD,23683,2,8516,21
ALLENDALE,SC,ALLENDALE,2924,1,126,2
IOLA,KS,ALLEN,5288,1,4121,15
