city,state_name,county_name,population,zip_counts,trx_counts,presc_counts
PROVIDENCE,RI,PROVIDENCE,1203230,12,56473,506
TOLEDO,OH,LUCAS,482111,29,92756,690
SEQUIM,WA,CLALLAM,22304,1,6204,45
HAZLETON,PA,LUZERNE,55604,1,17029,46
WILMINGTON,OH,CLINTON,12366,1,7914,37
PORT ORANGE,FL,VOLUSIA,64842,5,15105,62
SANTA ROSA,CA,SONOMA,324634,7,50465,378
ZEPHYR COVE,NV,DOUGLAS,434,1,46,2
PAOLI,PA,CHESTER,5651,2,10267,79
SEGUIN,TX,GUADALUPE,29992,3,11246,46
CONROE,TX,MONTGOMERY,91079,5,24267,138
BLOOMER,WI,CHIPPEWA,3505,1,1749,11
LOGAN,WV,LOGAN,8882,2,9155,33
GARDEN CITY,MO,CASS,1638,1,40,1
ALTAMONT,IL,EFFINGHAM,2339,1,1690,7
HILLIARD,OH,FRANKLIN,36534,1,9832,76
LEXINGTON,NC,DAVIDSON,18933,3,17405,60
BOILING SPRINGS,SC,SPARTANBURG,9508,1,2065,9
MIAMI GARDENS,FL,MIAMI-DADE,110001,6,3238,20
EFFORT,PA,MONROE,2575,2,884,2
BROOKFIELD,IL,COOK,18310,1,734,7
HANAHAN,SC,BERKELEY,26917,1,79,3
HERMISTON,OR,UMATILLA,29512,1,4196,26
HAGERSTOWN,MD,WASHINGTON,184755,5,30734,190
EWA BEACH,HI,HONOLULU,14479,2,3809,20
NORTHFIELD,NJ,ATLANTIC,8031,1,3964,35
ALLEN,OK,PONTOTOC,926,1,218,2
WILTON MANORS,FL,BROWARD,12756,3,1856,12
BERLIN,NJ,CAMDEN,7536,1,3552,20
DERIDDER,LA,BEAUREGARD,13354,1,5187,20
UNION,WV,MONROE,540,1,1523,8
BLUFFTON,IN,WELLS,10202,1,7460,23
TRUSSVILLE,AL,JEFFERSON,22635,2,865,9
WALWORTH,WI,WALWORTH,4399,1,1202,3
STORRS,CT,TOLLAND,16352,2,1585,13
JERSEY SHORE,PA,LYCOMING,9116,1,3789,8
DANIELSVILLE,GA,MADISON,594,1,1009,4
ROGERSVILLE,MO,WEBSTER,3863,1,4167,7
GOSPORT,IN,OWEN,797,1,694,6
GRAVOIS MILLS,MO,MORGAN,148,1,32,1
FORDYCE,AR,DALLAS,3705,1,2376,4
LONE GROVE,OK,CARTER,5121,2,19,1
CHARLESTON,MS,TALLAHATCHIE,2494,1,2169,4
WEST WINFIELD,NY,HERKIMER,855,1,322,1
CLERMONT,GA,HALL,1039,1,1418,4
MARKLE,IN,HUNTINGTON,1093,1,138,1
OIL CITY,LA,CADDO,970,1,474,1
RED LEVEL,AL,COVINGTON,478,1,994,1
SMITH RIVER,CA,DEL NORTE,498,1,38,2
BERRYVILLE,VA,CLARKE,4467,1,1540,7
MULLEN,NE,HOOKER,463,1,445,2
HARTFORD,SD,MINNEHAHA,3354,1,259,3
ANDOVER,OH,ASHTABULA,1095,1,2241,6
ELKADER,IA,CLAYTON,1217,1,513,6
MILTON,KY,TRIMBLE,601,1,470,2
YUTAN,NE,SAUNDERS,1310,1,58,1
MOUNT UNION,PA,HUNTINGDON,3689,1,740,2
NEW YORK,NY,NEW YORK,18713220,310,558580,5256
FORT WORTH,TX,TARRANT,909585,61,150614,953
COLUMBUS,GA,MUSCOGEE,261445,19,61303,339
OSSINEKE,MI,ALPENA,899,1,1225,4
LINCOLNTON,NC,LINCOLN,24229,2,9720,44
FARMINGTON,PA,FAYETTE,964,1,1188,4
DOWNERS GROVE,IL,DUPAGE,49057,2,13578,98
PASCAGOULA,MS,JACKSON,48869,5,10077,64
TAHLEQUAH,OK,CHEROKEE,19773,2,9533,50
CASTLE ROCK,CO,DOUGLAS,68484,3,3185,40
HINCKLEY,IL,DEKALB,2050,1,160,3
LANDIS,NC,ROWAN,3138,2,420,2
NAZARETH,PA,NORTHAMPTON,5702,1,2974,13
LEETSDALE,PA,ALLEGHENY,1157,1,1440,5
LINCOLN PARK,MI,WAYNE,36321,1,2491,12
MIAMISBURG,OH,MONTGOMERY,20143,3,9740,47
MARION,VA,SMYTH,7414,1,8195,33
FAIRMONT,NC,ROBESON,2597,1,2826,11
WESTCHESTER,IL,COOK,16117,1,2522,17
VALLEY VIEW,PA,YORK,2602,1,3111,5
CENTRE,AL,CHEROKEE,3762,1,8713,17
JOSHUA,TX,JOHNSON,8101,1,3190,7
FORNEY,TX,KAUFMAN,50251,1,1873,14
PLAINFIELD,IN,HENDRICKS,35287,2,6857,23
WELLSBURG,WV,BROOKE,2530,1,2304,5
CHEWELAH,WA,STEVENS,2676,1,2392,10
STANTON,CA,ORANGE,38139,1,230,6
SOUTH DEERFIELD,MA,FRANKLIN,2041,1,953,5
WHITEVILLE,TN,HARDEMAN,4456,1,25,1
RIEGELWOOD,NC,COLUMBUS,840,1,396,1
BAIRD,TX,CALLAHAN,1486,1,226,2
EATON,CO,WELD,5773,1,165,3
NEWTON,IL,JASPER,2936,1,404,5
FLINT,MI,GENESEE,332190,12,66693,371
NEW CASTLE,IN,HENRY,21555,1,8679,35
SUPERIOR,MT,MINERAL,867,1,123,2
THORNDALE,PA,CHESTER,3655,2,4937,16
DANVILLE,PA,MONTOUR,4648,1,24793,229
MARSHALL,MN,LYON,13487,1,5783,33
CARSON,CA,LOS ANGELES,91394,8,14443,38
EASTON,MD,TALBOT,17911,1,9327,78
FAJARDO,PR,FAJARDO,24950,2,14629,64
NEWVILLE,PA,CUMBERLAND,1347,1,2042,7
EASLEY,SC,PICKENS,21364,2,19591,66
HARTLAND,WI,WAUKESHA,9320,1,3405,17
CELEBRATION,FL,OSCEOLA,9923,1,5258,43
STERLING,OH,WAYNE,367,1,14,1
AURORA,OH,PORTAGE,16338,1,619,5
SNOQUALMIE,WA,KING,26289,1,962,11
RIDGWAY,CO,OURAY,1039,1,248,2
MARKHAM,IL,COOK,12314,1,32,2
MOKENA,IL,WILL,20159,1,2229,17
MURPHYSBORO,IL,JACKSON,8976,1,3214,20
HIGHLAND,IL,MADISON,11425,1,4158,17
HAMILTON,AL,MARION,6606,1,4009,10
WHITE MARSH,MD,BALTIMORE,9216,4,1137,14
OGEMA,MN,BECKER,185,1,962,12
ARCADIA,FL,DESOTO,19038,1,4463,19
MALVERN,AR,HOT SPRING,11851,1,5638,20
OTTERBEIN,IN,BENTON,1265,2,2077,4
OKANOGAN,WA,OKANOGAN,2588,1,777,6
DINUBA,CA,TULARE,24461,1,3977,16
BEAUMONT,CA,RIVERSIDE,51063,1,2603,9
SANTEE,SC,ORANGEBURG,900,1,200,2
RIGGINS,ID,IDAHO,416,1,46,1
CLARKSVILLE,OH,CLINTON,549,1,66,1
GORDONSVILLE,TN,SMITH,1245,1,1498,6
UPPER LAKE,CA,LAKE,896,1,301,2
MARION,MS,LAUDERDALE,1495,2,45,1
LARCHWOOD,IA,LYON,891,1,31,1
BIG LAKE,TX,REAGAN,3367,1,27,1
KEYSVILLE,VA,CHARLOTTE,781,1,784,2
FREER,TX,DUVAL,2666,1,458,2
DILLON,CO,SUMMIT,967,1,48,2
AVELLA,PA,WASHINGTON,888,1,1326,2
BELLMAWR,NJ,CAMDEN,11359,2,227,1
GARBERVILLE,CA,HUMBOLDT,913,1,122,1
ALTHEIMER,AR,JEFFERSON,811,1,227,1
WARREN,OH,TRUMBULL,38752,3,27089,128
SHELBY,NC,CLEVELAND,26973,3,26464,115
TUSCALOOSA,AL,TUSCALOOSA,155499,10,47060,232
CORPUS CHRISTI,TX,NUECES,342464,30,75998,419
PISMO BEACH,CA,SAN LUIS OBISPO,8168,2,5433,35
MERCERVILLE,NJ,MERCER,12730,2,2367,22
MARGATE,FL,BROWARD,58796,3,14484,80
SUMMIT,WI,WAUKESHA,5041,1,1947,24
WEST NEW YORK,NJ,HUDSON,52723,1,10997,44
VALLEY STREAM,NY,NASSAU,37431,3,10452,80
ISABELA,PR,ISABELA,10052,1,12505,43
LICKING,MO,TEXAS,3075,1,446,3
AMHERST,MA,HAMPSHIRE,39814,4,3923,30
LOUISA,KY,LAWRENCE,4012,1,5909,26
CABOT,AR,LONOKE,26352,1,3144,22
DEFIANCE,OH,DEFIANCE,18460,1,13106,43
BLOUNTSTOWN,FL,CALHOUN,4617,1,6943,11
REDMOND,WA,KING,71929,2,5020,61
MILLERTON,NY,DUTCHESS,925,1,633,1
POOLER,GA,CHATHAM,25694,1,2893,13
CLOQUET,MN,CARLTON,12813,1,5835,26
NORTH LITTLE ROCK,AR,PULASKI,65903,10,11339,78
MORRILTON,AR,CONWAY,6645,1,6791,18
KENANSVILLE,NC,DUPLIN,841,1,1659,13
COLEMAN,FL,SUMTER,911,2,65,1
ELFRIDA,AZ,COCHISE,403,1,725,3
FLORIDA,NY,ORANGE,2919,1,999,4
HICKORY,MS,NEWTON,529,1,24,1
GLENWOOD,MN,POPE,2611,1,1652,11
SEAFORD,NY,NASSAU,15040,1,4183,20
RUPERT,ID,MINIDOKA,6733,1,2070,15
CANEYVILLE,KY,GRAYSON,607,1,1785,3
MAXTON,NC,ROBESON,2346,1,2611,4
SHINER,TX,LAVACA,2162,1,1493,4
FORT BRANCH,IN,GIBSON,4370,1,708,7
ESMONT,VA,ALBEMARLE,828,1,669,5
PINETOPS,NC,EDGECOMBE,1235,1,865,3
ORWIGSBURG,PA,SCHUYLKILL,5376,1,3464,10
PENDER,NE,THURSTON,1108,1,2552,8
WOODLAND,AL,RANDOLPH,182,1,890,4
RIPLEY,OH,BROWN,1697,1,654,2
HOHENWALD,TN,LEWIS,3813,1,3857,7
GARRISON,ND,MCLEAN,1462,1,886,5
WILSONVILLE,OR,CLACKAMAS,24918,1,466,8
CLAY CITY,IN,CLAY,827,1,1361,2
COOLVILLE,OH,ATHENS,494,1,123,4
IRAAN,TX,PECOS,1222,1,44,3
CLIFTON,TX,BOSQUE,3446,1,2894,11
SPEARFISH,SD,LAWRENCE,12836,2,6088,23
GUNNISON,CO,GUNNISON,7195,2,517,8
GREENWOOD VILLAGE,CO,ARAPAHOE,15735,2,6159,72
HENDERSON,NV,CLARK,320189,10,58878,320
MAYWOOD,IL,COOK,23158,1,18843,213
PORT CHARLOTTE,FL,CHARLOTTE,62327,5,45118,205
MORGANFIELD,KY,UNION,5337,1,4357,9
COVINGTON,WA,KING,21175,1,3404,36
TACOMA,WA,PIERCE,217827,25,63517,506
PETERSTOWN,WV,MONROE,621,1,735,4
CAMDEN,SC,KERSHAW,14303,1,6793,32
CHAMBERLAIN,SD,BRULE,2366,2,738,8
GRAND MARAIS,MN,COOK,1357,1,901,6
COLUMBIA,LA,CALDWELL,366,1,4084,11
PELICAN RAPIDS,MN,OTTER TAIL,2552,1,935,6
HARRISON,MI,CLARE,3519,1,1843,7
OAK PARK HEIGHTS,MN,WASHINGTON,5003,1,432,14
BREA,CA,ORANGE,43255,3,8892,48
HARLAN,IN,ALLEN,1622,2,882,1
NEWPORT,OR,LINCOLN,12155,2,3765,33
LA GRANGE,TX,FAYETTE,5384,1,5282,17
PORTLAND,TX,SAN PATRICIO,17268,2,3668,11
COLLIERVILLE,TN,SHELBY,51040,3,5011,38
CLEVELAND,WI,MANITOWOC,1454,1,64,2
CHARLOTTE HALL,MD,ST. MARY'S,1865,2,716,7
BIG BEAR LAKE,CA,SAN BERNARDINO,5279,1,1939,12
WALDEN,NY,ORANGE,11085,1,1213,11
HOLLAND,OH,LUCAS,1655,1,2008,11
GANADO,AZ,APACHE,980,1,40,2
ROSEDALE,IN,PARKE,706,1,183,1
KING CITY,CA,MONTEREY,15887,1,2161,17
DEL NORTE,CO,RIO GRANDE,1568,1,1535,15
HOLLISTER,MO,TANEY,4592,2,1903,8
PALM SPRINGS,FL,PALM BEACH,25216,2,6609,27
NEWBERRY,MI,LUCE,2965,1,1008,7
SHERIDAN,AR,GRANT,4929,1,3862,10
MARLIN,TX,FALLS,5581,1,2142,4
IBERIA,MO,MILLER,749,1,102,5
CHEYENNE WELLS,CO,CHEYENNE,828,1,110,2
WATSEKA,IL,IROQUOIS,4767,1,2167,14
PAWNEE CITY,NE,PAWNEE,832,1,1084,7
GRANTSVILLE,UT,TOOELE,12064,1,830,3
RAVENA,NY,ALBANY,5202,1,663,6
COLD SPRING HARBOR,NY,SUFFOLK,4932,2,38,1
WOODCLIFF LAKE,NJ,BERGEN,5839,1,932,8
DUBOIS,WY,FREMONT,959,1,38,2
HUBBARD,OH,TRUMBULL,7419,1,1068,6
DELEVAN,NY,CATTARAUGUS,1022,1,66,1
CLINCHCO,VA,DICKENSON,294,1,1417,1
KOTZEBUE,AK,NORTHWEST ARCTIC,3246,1,117,3
CAMERON,NC,MOORE,341,1,72,2
TITUSVILLE,FL,BREVARD,57891,3,14944,81
CHAMPAIGN,IL,CHAMPAIGN,159443,6,16365,128
ROME,NY,ONEIDA,32148,5,10686,42
PALM BEACH GARDENS,FL,PALM BEACH,57704,4,16189,140
VIRGINIA BEACH,VA,VIRGINIA BEACH,1478868,20,41509,409
SCHENECTADY,NY,SCHENECTADY,65273,7,34515,241
GREENWOOD,AR,SEBASTIAN,9414,1,2580,7
CENTRAL POINT,OR,JACKSON,18848,1,2225,17
CONWAY,MO,LACLEDE,776,1,328,1
ANTHEM,AZ,MARICOPA,22468,1,1318,18
NEWPORT,WA,PEND OREILLE,2708,1,3494,10
CALABASAS,CA,LOS ANGELES,23853,2,2023,17
WEST POINT,NE,CUMING,3283,1,3193,11
CENTERVILLE,OH,MONTGOMERY,23703,2,29097,112
CYPRESS,CA,ORANGE,49006,1,1904,11
FAIRFAX,MO,ATCHISON,574,1,114,3
LOCKPORT,NY,NIAGARA,34561,2,10482,46
JACKSBORO,TN,CAMPBELL,2058,1,4993,16
CARL JUNCTION,MO,JASPER,8274,1,12,1
CARO,MI,TUSCOLA,4821,1,10048,31
CRAWFORDSVILLE,IN,MONTGOMERY,18242,1,4093,22
UVALDE,TX,UVALDE,18406,1,5277,30
SACATON,AZ,PINAL,1824,1,2006,22
BRIDGMAN,MI,BERRIEN,2212,1,1594,7
GRANDVIEW,MO,JACKSON,24856,1,4743,17
MOUNT CARMEL,PA,NORTHUMBERLAND,5724,1,1098,2
CYNTHIANA,IN,POSEY,536,1,669,1
JENNERSTOWN,PA,SOMERSET,640,3,294,1
HIGHLAND HEIGHTS,KY,CAMPBELL,7065,2,237,5
AUGUSTA,KS,BUTLER,9422,1,1322,7
LAKE STEVENS,WA,SNOHOMISH,33911,2,1442,9
HEBRON,NE,THAYER,1472,1,1109,7
FORT WRIGHT,KY,KENTON,5745,3,109,1
MIDDLETOWN,CA,LAKE,739,1,385,2
ALBION,NE,BOONE,1585,1,2763,11
LINDENHURST,IL,LAKE,14216,1,173,3
COLFAX,WI,DUNN,1158,1,45,1
MOUNT VERNON,IN,POSEY,6816,1,3012,10
OLMSTED FALLS,OH,CUYAHOGA,8828,1,1257,6
LAUREL HILL,NC,SCOTLAND,1194,1,137,3
WILLOWICK,OH,LAKE,14105,1,417,4
COACHELLA,CA,RIVERSIDE,45743,1,1491,6
CHAFFEE,MO,SCOTT,2916,1,592,2
WARROAD,MN,ROSEAU,1795,1,519,2
COMPTON,CA,LOS ANGELES,95605,4,4215,21
HANOVER,IN,JEFFERSON,3502,1,1299,2
HOLLY,MI,OAKLAND,8313,1,1918,3
GALLATIN,MO,DAVIESS,1749,1,680,3
SOUTHPORT,CT,FAIRFIELD,1661,1,13,1
WELAKA,FL,PUTNAM,717,2,194,2
LANSDOWNE,PA,DELAWARE,10647,1,385,3
HICKSVILLE,NY,NASSAU,42709,3,6404,53
MIAMI,FL,MIAMI-DADE,6445545,30,544721,2051
DUMONT,NJ,BERGEN,17516,1,524,9
LAKELAND,FL,POLK,302284,9,75955,385
IMMOKALEE,FL,COLLIER,26597,2,2805,16
PONCE,PR,PONCE,113401,7,79605,287
MISHAWAKA,IN,ST. JOSEPH,50363,3,21087,116
UKIAH,CA,MENDOCINO,29561,2,9761,52
BIRMINGHAM,MI,OAKLAND,21389,2,2124,29
DECATUR,GA,DEKALB,25696,3,36539,261
GRETNA,NE,SARPY,5058,1,1195,9
NEWTON,KS,HARVEY,20361,1,10142,47
SHELDON,IA,O'BRIEN,5082,1,2292,9
FOX LAKE,WI,DODGE,1449,1,108,1
MANCHESTER,PA,YORK,2740,1,1275,9
WILLOWBROOK,IL,DUPAGE,8579,1,1785,14
SELMER,TN,MCNAIRY,4291,1,6605,19
ROLLING HILLS,CA,LOS ANGELES,1845,1,17,1
SUN CITY CENTER,FL,HILLSBOROUGH,24286,2,8173,30
COLLINSVILLE,IL,MADISON,24395,1,2864,13
TIPP CITY,OH,MIAMI,10115,1,4179,10
RENSSELAER,NY,RENSSELAER,9171,1,3262,17
CHALMETTE,LA,ST. BERNARD,23851,2,2407,19
KING GEORGE,VA,KING GEORGE,4902,1,365,5
WISE,VA,WISE,2906,1,2519,6
KIHEI,HI,MAUI,22402,1,1356,10
KREMMLING,CO,GRAND,1524,1,723,6
TOMAH,WI,MONROE,9397,1,2530,19
TULIA,TX,SWISHER,4655,1,1424,6
HAMPTON,SC,HAMPTON,4049,1,1620,5
COLUMBIA,IL,MONROE,10513,1,672,5
ALEDO,TX,PARKER,8909,1,296,3
HOPE MILLS,NC,CUMBERLAND,15849,2,2711,12
PIPESTONE,MN,PIPESTONE,4046,1,2596,9
SUNSET HILLS,MO,ST. LOUIS,8447,2,118,1
LAMBERTVILLE,MI,MONROE,9524,1,2722,9
WHEELING,IL,COOK,38646,2,1353,7
PRAIRIE DU CHIEN,WI,CRAWFORD,6477,1,3069,15
BONNEAU,SC,BERKELEY,486,1,706,3
WALTON,IN,CASS,1015,2,28,1
POINCIANA,FL,POLK,69955,2,1166,5
MCCOOK,NE,RED WILLOW,7560,1,866,2
TOCCOPOLA,MS,PONTOTOC,258,2,50,1
SEWANEE,TN,FRANKLIN,2505,2,374,3
AMITY,AR,CLARK,685,2,573,1
ST. MARIES,ID,BENEWAH,2658,1,1035,3
SLEEPY EYE,MN,BROWN,3356,1,1555,6
CHOCTAW,OK,OKLAHOMA,12674,1,828,7
SEVIERVILLE,TN,SEVIER,25557,3,12919,61
GREENVILLE,SC,GREENVILLE,484465,10,107693,736
YUMA,AZ,YUMA,142847,3,27931,182
MARTINSVILLE,VA,MARTINSVILLE,31871,4,25153,73
PICO RIVERA,CA,LOS ANGELES,62027,3,5327,26
GARDNER,MA,WORCESTER,20683,2,9123,42
LOMPOC,CA,SANTA BARBARA,52020,2,8111,39
SAVANNAH,GA,CHATHAM,276295,16,79861,435
EAGAN,MN,DAKOTA,66372,3,4625,49
WHITE SALMON,WA,KLICKITAT,2691,1,1500,15
BURKE,VA,FAIRFAX,42806,4,3191,28
LONGMONT,CO,BOULDER,102474,3,19102,136
ENCINITAS,CA,SAN DIEGO,62709,4,14322,138
SLEEPY HOLLOW,NY,WESTCHESTER,10046,1,1841,30
LACEY,WA,THURSTON,52592,3,5717,46
ARGOS,IN,MARSHALL,1626,1,1539,4
DESLOGE,MO,ST. FRANCOIS,4882,2,5665,6
MOULTRIE,GA,COLQUITT,18602,3,20532,51
LEWISPORT,KY,HANCOCK,1690,1,171,3
LA PINE,OR,DESCHUTES,1929,1,1283,9
PLAINFIELD,NJ,UNION,50317,4,3911,24
REVERE,MA,SUFFOLK,53073,1,4698,38
LOWELL,AR,BENTON,9544,1,3929,13
COOLIDGE,AZ,PINAL,13130,2,1529,3
ELLISVILLE,MS,JONES,4559,1,2017,12
WATERVILLE,OH,LUCAS,5539,1,4227,8
FAIR HAVEN,NJ,MONMOUTH,5736,1,371,4
SALYERSVILLE,KY,MAGOFFIN,1657,1,7427,16
CHANTILLY,VA,FAIRFAX,24368,2,1583,16
LORIS,SC,HORRY,2761,1,4733,17
MCCALL,ID,VALLEY,3597,2,974,10
BUTNER,NC,GRANVILLE,17575,2,1344,16
MADEIRA BEACH,FL,PINELLAS,4301,2,104,4
GREEN VALLEY,AZ,PIMA,20902,2,9741,35
ONAMIA,MN,MILLE LACS,864,1,2239,15
HARROGATE,TN,CLAIBORNE,4348,2,5177,19
ALBION,IN,NOBLE,2373,1,967,1
BENTON,LA,BOSSIER,5732,1,158,2
TITUSVILLE,PA,CRAWFORD,5279,1,5290,13
LINCOLNSHIRE,IL,LAKE,7893,2,697,9
ALGONAC,MI,ST. CLAIR,4037,1,1467,6
HENAGAR,AL,DEKALB,2363,1,2547,2
FORT WASHAKIE,WY,FREMONT,1741,2,192,4
TALLAPOOSA,GA,HARALSON,3185,1,2091,5
HAWESVILLE,KY,HANCOCK,990,1,261,3
HANNA,WY,CARBON,769,1,26,1
CHESTER,NY,ORANGE,5866,1,472,5
OKEMAH,OK,OKFUSKEE,3132,1,1016,6
WOODLAND,NC,NORTHAMPTON,703,1,86,1
METLAKATLA,AK,PRINCE OF WALES-HYDER,1654,1,69,2
OREGON,MO,HOLT,765,1,468,2
WEST MIDDLESEX,PA,MERCER,803,1,697,2
CENTERPORT,NY,SUFFOLK,5394,1,65,1
DANBURY,NC,STOKES,183,1,368,2
ROUND LAKE,NY,SARATOGA,770,2,50,1
POMONA,CA,LOS ANGELES,151691,4,30709,174
DOWNEY,CA,LOS ANGELES,111126,4,42488,208
BOLIVAR,TN,HARDEMAN,4936,1,8457,18
WARWICK,RI,KENT,81004,5,29952,172
DELRAY BEACH,FL,PALM BEACH,69451,5,47915,251
FORT THOMAS,KY,CAMPBELL,16263,1,708,22
GREENFIELD,MA,FRANKLIN,22703,1,8157,61
FEDERAL WAY,WA,KING,96289,5,19005,143
GLENWOOD SPRINGS,CO,GARFIELD,11962,1,2514,29
CORALVILLE,IA,JOHNSON,22290,1,1817,15
HAMBURG,PA,BERKS,4355,1,2394,11
VEGA BAJA,PR,VEGA BAJA,22211,1,29000,66
POTTSTOWN,PA,MONTGOMERY,108758,1,15365,79
CAYEY,PR,CAYEY,14347,2,25489,62
GLEN COVE,NY,NASSAU,27166,1,9838,73
BROKEN BOW,OK,MCCURTAIN,4216,1,1917,7
HESPERIA,CA,SAN BERNARDINO,95750,3,7160,35
AUGUSTA,ME,KENNEBEC,22116,5,9829,92
DETROIT LAKES,MN,BECKER,9288,2,9121,42
ALTAMONT,TN,GRUNDY,1067,2,12,1
HOPKINSVILLE,KY,CHRISTIAN,31569,3,17280,72
BERLIN,NH,COOS,11237,1,3323,22
THOMASVILLE,AL,CLARKE,3836,1,3690,11
LOXLEY,AL,BALDWIN,3049,3,702,2
GRAFTON,ND,WALSH,4157,1,1776,7
COPPELL,TX,DALLAS,41421,2,2422,25
AVON,CO,EAGLE,6511,2,745,10
MILL HALL,PA,CLINTON,1608,1,1223,8
ALEDO,IL,MERCER,3445,1,2908,9
SILVERDALE,PA,BUCKS,854,2,953,4
HIAWATHA,KS,BROWN,3118,1,3223,9
DOVER,AR,POPE,1440,1,1196,5
MULBERRY,FL,POLK,4257,2,200,2
PORT HOPE,MI,HURON,249,1,196,2
HONEY GROVE,TX,FANNIN,1737,1,70,1
BOWDON,GA,CARROLL,2100,1,1931,5
PLAINS,TX,YOAKUM,1655,1,79,1
WEST BRANCH,MI,OGEMAW,2050,1,6154,29
KERMIT,WV,MINGO,349,1,368,2
KALIDA,OH,PUTNAM,1587,3,954,2
FAIR LAWN,NJ,BERGEN,32896,1,14167,81
YAKIMA,WA,YAKIMA,133191,6,27691,260
EVERGREEN PARK,IL,COOK,19147,1,13557,82
SAN MARCOS,CA,SAN DIEGO,96664,4,7542,66
TRUJILLO ALTO,PR,TRUJILLO ALTO,43703,4,5078,31
PORT JEFFERSON STATION,NY,SUFFOLK,7397,2,7007,52
NANUET,NY,ROCKLAND,17517,1,2643,32
CLINTON,LA,EAST FELICIANA,1502,1,1667,14
PORTAGE,IN,PORTER,36988,1,8929,39
RIFLE,CO,GARFIELD,11089,1,1656,15
PONCA,NE,DIXON,912,1,381,2
DUNWOODY,GA,DEKALB,49356,5,2423,19
ALAMOSA,CO,ALAMOSA,10652,1,4496,33
VEGA ALTA,PR,VEGA ALTA,9788,1,8656,36
DELTA,UT,MILLARD,3602,1,617,6
EUFAULA,OK,MCINTOSH,2846,1,1580,10
HILDEBRAN,NC,BURKE,2010,1,1035,6
HERCULES,CA,CONTRA COSTA,26276,2,346,4
GRANGEVILLE,ID,IDAHO,3245,2,1522,7
EVART,MI,OSCEOLA,1882,1,190,3
THE COLONY,TX,DENTON,44438,2,541,6
DARIEN,GA,MCINTOSH,3580,3,243,5
O'FALLON,IL,ST. CLAIR,29583,1,222,3
ELCHO,WI,LANGLADE,249,1,1112,1
MARSHFIELD,MO,WEBSTER,7638,1,4649,10
DEPEW,NY,ERIE,15011,1,2974,19
KENTWOOD,LA,TANGIPAHOA,2436,1,417,2
HOBE SOUND,FL,MARTIN,14003,1,1689,6
DEER PARK,IL,LAKE,4225,1,11,1
CUT BANK,MT,GLACIER,3070,1,427,6
ALTAMONT,KS,LABETTE,1019,1,134,2
MONTEREY,IN,PULASKI,201,1,55,1
WINTHROP,MN,SIBLEY,1347,1,24,1
HASLETT,MI,INGHAM,19565,2,801,7
ARCOLA,IL,DOUGLAS,2831,1,875,4
DALEVILLE,IN,DELAWARE,1648,1,596,3
MAN,WV,LOGAN,630,3,3401,5
FORT GAINES,GA,CLAY,963,1,1667,1
DALTON,OH,WAYNE,2676,1,1099,2
NAPOLEONVILLE,LA,ASSUMPTION,590,1,338,5
HAYDEN,AL,BLOUNT,1343,2,55,1
LAFAYETTE,TN,MACON,5417,1,5035,13
KINGMAN,AZ,MOHAVE,46524,2,14890,90
WATERBURY,CT,NEW HAVEN,189614,15,27642,219
BEAUMONT,TX,JEFFERSON,146091,13,55081,240
BETHANY,OK,OKLAHOMA,19221,1,7287,25
CULLMAN,AL,CULLMAN,19920,4,39525,102
BRYAN,TX,BRAZOS,86276,7,16380,125
GLEN BURNIE,MD,ANNE ARUNDEL,69872,4,20982,159
ONTARIO,CA,SAN BERNARDINO,185010,5,4436,41
VAN ALSTYNE,TX,GRAYSON,4378,1,950,3
WAUKESHA,WI,WAUKESHA,72299,4,25826,191
SUN CITY WEST,AZ,MARICOPA,25544,2,10502,72
LAKE SUCCESS,NY,NASSAU,3144,2,11511,61
CULBERTSON,MT,ROOSEVELT,795,1,53,2
KANEOHE,HI,HONOLULU,33841,1,3729,28
WOODHAVEN,MI,WAYNE,12469,1,2314,10
NEWARK,OH,LICKING,80451,3,24269,103
OPELIKA,AL,LEE,30908,3,18448,86
HACKETTSTOWN,NJ,WARREN,9356,1,10297,42
PARKERSBURG,IA,BUTLER,1928,1,894,3
PAYETTE,ID,PAYETTE,7727,1,878,10
WINCHESTER,KS,JEFFERSON,526,1,2328,2
PEWEE VALLEY,KY,OLDHAM,1569,2,33,1
OLIVIA,MN,RENVILLE,2335,1,2519,13
GATESVILLE,NC,GATES,299,1,1180,4
FLOURTOWN,PA,MONTGOMERY,4331,2,4366,24
GREENFIELD,MO,DADE,1313,1,820,4
OLIVER SPRINGS,TN,ROANE,3414,1,2553,6
ROGERS CITY,MI,PRESQUE ISLE,2653,1,836,6
MEYERSDALE,PA,SOMERSET,2399,1,3564,8
PASADENA,MD,ANNE ARUNDEL,29918,4,5308,38
CORRALES,NM,SANDOVAL,8696,3,142,4
POWELL,OH,DELAWARE,13375,1,993,13
MAYSVILLE,GA,BANKS,2103,1,709,1
HARRISBURG,IL,SALINE,8933,1,6810,20
LAKE FOREST PARK,WA,KING,13504,1,893,8
WILMOT,AR,ASHLEY,492,1,480,1
JACKSON,MN,JACKSON,3179,1,1413,9
HARTFORD CITY,IN,BLACKFORD,5660,1,4610,8
WALL,SD,PENNINGTON,875,1,62,1
GIBSONIA,PA,ALLEGHENY,2296,1,3711,16
SISTERS,OR,DESCHUTES,2781,1,471,6
ELLENVILLE,NY,ULSTER,6384,2,721,7
WARSAW,MO,BENTON,2657,1,4776,12
